nameplate,generation,fuel,age,capacityfactor,co2emissions,co2emissionsRate
38,190784,GAS,10.2,0.5808,114033.38,1195.42
41,99920,OTHER,27,0.2816,0,0
13,5374,GAS,29,0.0487,2675.2,995.61
1,3974,HYDRO,28,0.378,0,0
18,52519,HYDRO,47.4,0.3406,0,0
2,12135,HYDRO,27,0.6297,0,0
3,9160,HYDRO,30,0.3075,0,0
156,350914,GAS,22,0.2568,148173.12,844.5
16,30070,WIND,33,0.2145,0,0
27,113784,OTHER,32,0.4758,0,0
8,50306,GAS,25,0.7556,17320.97,688.62
34,69647,COAL,38.7,0.2373,42667.88,1225.26
31,76039,HYDRO,29.4,0.2837,0,0
39,213724,BIOMASS,47.1,0.6256,52288.88,489.31
52,150961,BIOMASS,60,0.3346,3516.51,46.59
110,630893,BIOMASS,31,0.6577,198193.45,628.29
154,671965,BIOMASS,24.9,0.4981,115605.84,344.08
16,78623,HYDRO,29,0.554,0,0
39,47914,OTHER,21.1,0.141,0,0
117,575746,BIOMASS,30.8,0.5622,26330.65,91.47
79,390933,BIOMASS,30,0.5663,99752.58,510.33
2,15059,HYDRO,62.2,0.8186,0,0
2,14742,HYDRO,61,0.9349,0,0
67,88802,COAL,29,0.1513,85850.12,1933.52
11,43200,GAS,26,0.4697,15177.09,702.64
11,7250,BIOMASS,13.5,0.0732,9021.85,2488.79
3,13230,HYDRO,29,0.4442,0,0
2,8138,HYDRO,29,0.6193,0,0
2,2672,HYDRO,28,0.1906,0,0
2,3099,HYDRO,28,0.2081,0,0
11,7595,OTHER,29,0.0818,0,0
9,3334,BIOMASS,38,0.0423,44.25,26.55
4,22594,GAS,22.3,0.7164,7153.05,633.18
45,127453,GAS,34.4,0.327,93300.24,1464.07
1,6229,HYDRO,31,0.5079,0,0
3,4797,HYDRO,30,0.219,0,0
2,7562,HYDRO,29,0.5395,0,0
2,7289,HYDRO,27,0.52,0,0
2,6518,HYDRO,44,0.372,0,0
71,175762,BIOMASS,38.4,0.283,21583.47,245.6
57,14495,GAS,24,0.0292,6729.12,928.49
57,9144,GAS,25,0.0182,4478.13,979.47
60,18761,GAS,26,0.0358,10324.53,1100.64
13,46384,COAL,50,0.4236,30016.59,1294.26
147,603089,GAS,20,0.4683,291948.28,968.18
2,5263,HYDRO,31,0.4005,0,0
56,374122,GAS,30,0.7599,112608.93,601.99
69,579448,GAS,28,0.9628,179493.52,619.53
42,205176,BIOMASS,35,0.5577,3078.92,30.01
69,293120,BIOMASS,36.9,0.4821,13029.3,88.9
2,1542,HYDRO,68.5,0.11,0,0
50,188937,BIOMASS,35,0.4314,109133.64,1155.24
27,59156,OTHER,29,0.2474,0,0
21,99187,OTHER,35,0.5392,0,0
41,93178,GAS,26,0.2594,62526.34,1342.08
19,117493,BIOMASS,56.4,0.7172,34826.26,592.82
8,57966,BIOMASS,52.3,0.8376,25749.21,888.42
194,1328530,COAL,45.1,0.7805,751689.39,1131.61
71,221770,BIOMASS,12,0.3586,3343.71,30.15
25,45163,WIND,30.1,0.2054,0,0
53,35208,OTHER,65.3,0.0766,0,0
162,275032,OTHER,56,0.1938,0,0
358,2027142,GAS,33.9,0.6469,1364569.44,1346.3
3,16428,OTHER,29,0.5516,0,0
123,412899,COAL,54.3,0.3832,219099.7,1061.27
6,40187,BIOMASS,25.8,0.7521,0,0
50,186760,GAS,26,0.4281,67376.25,721.53
50,50198,GAS,26,0.1151,17846.86,711.06
50,44479,GAS,26,0.102,16303.66,733.09
192,164948,GAS,27,0.0983,49340.96,598.26
78,10520,GAS,27,0.0154,6097.11,1159.18
50,379061,OTHER,31,0.8586,0,0
33,138154,HYDRO,16,0.4838,0,0
2,5233,HYDRO,23,0.3319,0,0
5,23066,HYDRO,31,0.5266,0,0
83,427096,OIL,30.5,0.5874,162093.2,759.05
18,23007,WIND,34,0.1492,0,0
19,34731,WIND,30,0.2087,0,0
18,24561,WIND,29,0.1558,0,0
30,53571,WIND,31,0.2045,0,0
77,172829,WIND,24,0.2566,0,0
6,32176,GAS,28,0.6122,10930.37,679.41
1,4832,HYDRO,29.6,0.5015,0,0
107,27358,GAS,24,0.0291,13604.81,994.58
14,36005,BIOMASS,44.8,0.2957,9886.5,549.17
15,45014,HYDRO,34,0.3472,0,0
4,15222,HYDRO,29,0.4827,0,0
40,87921,WIND,16,0.2528,0,0
21,48048,WIND,7,0.2599,0,0
180,120567,GAS,25,0.0765,58043.89,962.85
122,419355,GAS,26,0.3911,191182.25,911.79
25,112908,BIOMASS,30,0.5156,3145.5,55.72
225,136088,GAS,24.8,0.069,65056.25,956.09
6,41125,BIOMASS,22,0.7824,0,0
2,14410,BIOMASS,7,0.6854,0,0
2,11056,BIOMASS,27,0.5259,0,0
2,18110,BIOMASS,23.3,0.8614,0,0
10,77053,BIOMASS,12.7,0.9163,0,0
12,76960,BIOMASS,16.2,0.7085,0,0
3,19262,BIOMASS,23,0.6871,0,0
9,50141,BIOMASS,29,0.6656,0,0
11,64482,BIOMASS,23.8,0.6572,0,0
6,24891,BIOMASS,26,0.4736,0,0
6,30157,BIOMASS,22,0.5738,0,0
9,48968,BIOMASS,24.8,0.6076,0,0
13,61980,BIOMASS,19.3,0.5615,0,0
6,21583,BIOMASS,25,0.4106,0,0
6,108,GAS,28,0.002,78.51,1453.94
1,3208,GAS,23,0.3329,1706.24,1063.89
36,188716,COAL,28,0.5984,354690.07,3758.98
46,368359,GAS,24,0.9141,153030.66,830.88
23,126053,BIOMASS,52.3,0.6149,22022.9,349.42
6,42000,BIOMASS,33,0.8411,2994.19,142.58
10,30326,GAS,29.4,0.3462,10377.93,684.42
18,126393,GAS,29,0.8198,40067.37,634.01
14,11108,GAS,28,0.0906,5220.1,939.88
49,223519,GAS,27.8,0.5176,86942.25,777.94
678,3376943,GAS,17.1,0.5687,1675503.72,992.32
6,14685,OTHER,25,0.2941,178449.04,24303.58
40,138208,OIL,28.3,0.3984,190675.36,2759.26
57,351664,GAS,26.4,0.7043,353680.73,2011.47
16,80480,BIOMASS,25,0.5927,162675.1,4042.62
13,87196,BIOMASS,29,0.7598,176217.18,4041.86
24,122589,BIOMASS,27,0.5831,257913.48,4207.78
82,406286,OTHER,26.2,0.5663,0,0
3,19854,HYDRO,79.9,0.7083,1031.19,103.88
114,435880,BIOMASS,31.4,0.4372,14127.64,64.82
20,163373,BIOMASS,38,0.9325,17255.76,211.24
95,400838,BIOMASS,23.6,0.4842,6875.74,34.31
15,77082,BIOMASS,24,0.5866,963.15,24.99
7,39901,BIOMASS,27,0.7008,92471.26,4635.04
16,108393,BIOMASS,28,0.7591,197537.03,3644.83
17,113198,BIOMASS,26,0.7601,97587.5,1724.19
46,302417,BIOMASS,26,0.7554,8959.54,59.25
101,101526,COAL,22.9,0.1146,54039.98,1064.55
3,12312,HYDRO,31,0.4685,0,0
20,78274,GEOTHERMAL,21.8,0.4445,2348.22,60
28,188087,BIOMASS,24,0.7668,330646.31,3515.89
68,303077,BIOMASS,20,0.5103,553829.03,3654.71
124,560909,BIOMASS,25,0.5164,1007535.49,3592.51
17,0,OTHER,26,0,0,0
46,331310,BIOMASS,26,0.8222,584475.1,3528.27
40,190067,BIOMASS,21,0.5493,315499.17,3319.87
29,164503,BIOMASS,28,0.6475,343630.65,4177.8
11,46954,BIOMASS,27,0.4873,33788.69,1439.23
31,178061,BIOMASS,24,0.6515,322664.77,3624.2
1,0,OTHER,30,0,0,0
111,121851,GAS,27,0.1255,43368.4,711.83
1,5032,HYDRO,30,0.5744,0,0
43,124527,WIND,16,0.3275,0,0
8,35314,BIOMASS,22,0.5375,641.85,36.35
1,4272,HYDRO,28,0.4877,0,0
1,2601,HYDRO,29,0.2474,0,0
1,3356,HYDRO,30,0.2947,0,0
387,567356,GAS,21,0.1676,486965.13,1716.61
37,116928,GAS,19,0.3608,39108.65,668.94
23,56986,COAL,28.2,0.2878,35630.75,1250.51
333,506809,WIND,32,0.174,0,0
6,20199,HYDRO,27,0.4045,0,0
1,3618,HYDRO,29,0.413,0,0
2,16662,BIOMASS,22.7,0.7925,0,0
8,35832,GAS,25,0.4928,19770.83,1103.53
31,92798,OTHER,60,0.3417,43129.15,929.53
82,299900,OTHER,65.9,0.4175,149102.7,994.35
53,367292,OTHER,69.2,0.7986,216801.53,1180.54
161,798137,OTHER,18,0.5659,292911.06,733.99
31,159828,OTHER,24,0.5829,161314.63,2018.6
25,157753,BIOMASS,28,0.7203,5837.66,74.01
11,64282,HYDRO,29,0.6989,0,0
18,72667,GAS,41,0.4609,25966.29,714.66
65,12033,GAS,24,0.021,5322.29,884.62
32,209901,GAS,25,0.7488,101868.3,970.63
7,57285,GAS,27,0.9617,17542.37,612.46
31,158017,GAS,26,0.5857,52613.3,665.92
94,381089,GAS,29.7,0.4618,123549.93,648.4
35,87548,WIND,18.5,0.2897,0,0
3,4305,HYDRO,26,0.1755,0,0
14,74823,HYDRO,28,0.6235,0,0
4,20692,HYDRO,30,0.5368,0,0
5,21662,GEOTHERMAL,28,0.5152,0,0
14,39452,GEOTHERMAL,26,0.3128,0,0
68,133137,GEOTHERMAL,6,0.2228,0,0
31,92827,GEOTHERMAL,29,0.3396,0,0
3,10557,HYDRO,28,0.3545,0,0
18,141597,BIOMASS,27,0.898,29946.78,422.99
18,126052,BIOMASS,27,0.7994,3475.22,55.14
18,144475,BIOMASS,26,0.9163,23256.71,321.95
14,94824,BIOMASS,29,0.7732,5232.8,110.37
94,676873,COAL,23,0.822,707366.71,2090.1
1,472,BIOMASS,25,0.0449,0,0
140,69242,GAS,24,0.0565,40812.97,1178.85
3,13083,OTHER,25,0.5334,0,0
30,112360,GAS,58,0.4275,34698.12,617.62
72,268744,BIOMASS,19.5,0.4243,5550.6,41.31
71,303846,COAL,46,0.492,184882.27,1216.95
108,525252,BIOMASS,32.7,0.5573,47862.22,182.25
34,237757,BIOMASS,64.1,0.7983,27207.89,228.87
74,503405,BIOMASS,48.9,0.7724,59329.55,235.71
17,117441,BIOMASS,34,0.8125,7358.26,125.31
48,254735,BIOMASS,35,0.6109,49621.2,389.59
644,2907079,GAS,28.1,0.5156,1943455.53,1337.05
11,12252,WIND,32,0.1332,0,0
4,8614,WIND,32,0.2341,0,0
30,46287,WIND,26,0.1761,0,0
25,41974,WIND,26,0.1917,0,0
30,69211,WIND,26,0.2634,0,0
24,75802,HYDRO,26,0.3605,0,0
3,13063,BIOMASS,29.3,0.4971,0,0
2,8680,HYDRO,30,0.4129,0,0
70,493743,COAL,25,0.8052,586749.3,2376.74
36,226977,BIOMASS,27,0.7278,491425.73,4330.18
117,264318,GAS,48.5,0.2572,87281.7,660.43
29,202553,GAS,28,0.8113,67938.25,670.82
31,230435,GAS,28,0.8541,91476.66,793.95
31,224332,GAS,27,0.8234,98367.74,876.98
83,24855,GAS,26,0.0342,15246.16,1226.81
47,288271,BIOMASS,19.6,0.7002,532326.89,3693.24
36,205245,BIOMASS,25,0.6563,376678.34,3670.52
18,104760,BIOMASS,26,0.6644,82937.5,1583.38
38,271845,GAS,24,0.8124,87083.76,640.69
39,285760,GAS,24,0.8386,91980.59,643.76
5,27571,BIOMASS,28,0.6994,72898.86,5288.08
14,101738,BIOMASS,26,0.8296,192362,3781.52
22,146753,BIOMASS,30,0.758,294650.85,4015.6
31,87649,GAS,27,0.3259,36933.12,842.75
40,241408,BIOMASS,30,0.6838,452028.68,3744.94
48,318748,BIOMASS,28,0.7644,479523.61,3008.79
48,353211,COAL,27,0.84,572415.57,3241.21
54,235006,BIOMASS,30,0.4996,407732.23,3469.97
63,393753,BIOMASS,26.4,0.7169,16837.65,85.52
60,406344,BIOMASS,31,0.777,695308.6,3422.27
67,477091,BIOMASS,27,0.8129,732287.77,3069.8
77,377936,BIOMASS,31,0.564,353895.64,1872.78
14,88838,BIOMASS,25,0.7244,189982.24,4277.05
26,141498,BIOMASS,24,0.6213,277612.61,3923.91
66,431789,BIOMASS,24,0.7468,782426.29,3624.11
114,777624,COAL,20,0.778,1002222.21,2577.65
3,3716,HYDRO,29,0.1632,0,0
3,3850,HYDRO,29,0.1465,0,0
9,35220,HYDRO,27,0.437,0,0
9,38845,HYDRO,27,0.482,0,0
10,27282,HYDRO,28,0.3146,0,0
8,24117,HYDRO,25,0.3277,0,0
14,75771,HYDRO,25,0.636,0,0
18,92286,HYDRO,25,0.5919,0,0
105,612983,BIOMASS,42.9,0.6664,170575.41,556.54
7,33541,COAL,31,0.5174,20041.19,1195.04
2,78,BIOMASS,27,0.0041,11.95,304.95
7,34084,GAS,10,0.5558,22399.26,1314.36
4,9265,BIOMASS,29,0.2938,7217.8,1558.17
2,110,GAS,26,0.0078,58.27,1059.46
2,0,OTHER,27.1,0,0,0
3,23689,HYDRO,29,0.8195,0,0
3,277,OTHER,62,0.0126,1804.35,13053.71
8,17725,BIOMASS,29,0.2698,281.2,31.73
65,397527,OIL,20,0.6982,375305.36,1888.2
2,9631,BIOMASS,24,0.6108,0,0
25,36096,COAL,65.5,0.1629,29091.35,1611.89
4,338,OIL,23.8,0.009,235.05,1390.81
5,24519,BIOMASS,10.9,0.5488,0,0
4,422,GAS,23,0.0127,251.5,1191.96
2,4388,HYDRO,28,0.3131,0,0
2,8463,BIOMASS,7,0.6441,156.45,36.97
470,551795,GAS,20.7,0.1341,285491.46,1034.77
58,377725,COAL,22,0.7422,411594.48,2179.33
7,15874,GAS,55.9,0.2705,5254.55,662.03
63,374310,BIOMASS,59.8,0.6761,23132.79,123.6
45,295982,BIOMASS,21,0.7508,285641.65,1930.13
4,15767,HYDRO,25,0.4285,0,0
5,17507,GAS,12,0.3771,7230.41,826.02
3,1048,GEOTHERMAL,27,0.0399,0,0
6,89604,OIL,29,1.7048,273606.24,6107.03
330,716336,GAS,18,0.2478,383266.83,1070.08
35,66407,GAS,25,0.2178,29231.19,880.36
91,124522,COAL,25.4,0.156,75689.16,1215.68
47,193203,GAS,25,0.4713,102086.68,1056.78
2,3150,HYDRO,22,0.2247,0,0
151,635273,GAS,40,0.4819,541914.08,1706.08
95,696692,COAL,22,0.8398,873851.33,2508.57
395,1385563,COAL,20,0.4,1156644.17,1669.57
123,28509,GAS,22,0.0265,13318.27,934.32
5,22111,HYDRO,26,0.4674,0,0
3,9402,GAS,18.5,0.3833,6187.1,1316.11
2,8397,HYDRO,32,0.4565,0,0
3,9,OIL,34.2,0,8.26,1836.23
7,37823,HYDRO,27,0.6444,0,0
20,26439,COAL,26,0.1509,16436.83,1243.38
3,1008,BIOMASS,34,0.0384,433.61,860.33
22,175107,BIOMASS,23,0.9297,3890.24,44.43
3,1219,GAS,33,0.0435,1554.41,2550.3
254,755513,GAS,25,0.3393,375805.73,994.84
8,31567,HYDRO,27,0.4805,0,0
13,51143,HYDRO,28,0.4491,0,0
2,15012,GAS,25,0.779,6402.67,853.01
13,54301,BIOMASS,25,0.4959,51104.78,1882.28
715,2652543,GAS,41.4,0.4238,1100349.11,829.66
140,486418,COAL,23,0.3972,512317.13,2106.49
59,292898,BIOMASS,16.6,0.5667,532261.16,3634.45
61,437372,GEOTHERMAL,17,0.8253,13121.16,60
4,9944,COAL,60.5,0.2838,6728.5,1353.22
939,2599937,GAS,21.6,0.3161,1342541.47,1032.75
7,1,GAS,24,0,0.06,117.01
10,0,OTHER,28.2,0,0,0
102,123336,GAS,18.9,0.1384,68901.45,1117.3
51,200595,GEOTHERMAL,17,0.449,0,0
25,76972,OTHER,29.6,0.3515,44430.1,1154.44
4,29736,GAS,27,0.8933,10941.16,735.89
1,1090,HYDRO,26,0.1037,0,0
4,12015,GAS,25,0.3919,4190.6,697.57
12,40999,HYDRO,26,0.3836,0,0
2,9277,HYDRO,30,0.4604,0,0
21,68006,GAS,20,0.3628,32746.46,963.05
1,3459,HYDRO,28.8,0.3291,0,0
3,25867,BIOMASS,23,0.9228,0,0
7,33720,HYDRO,31,0.5661,0,0
55,429701,GAS,24,0.8919,157595.43,733.51
4,12397,HYDRO,28,0.4043,0,0
10,42533,GAS,27,0.4669,22749.12,1069.73
4,11435,OTHER,37,0.3264,733.82,128.34
5,6052,GAS,39,0.1382,2716.81,897.82
8,8496,OTHER,45,0.1293,340.34,80.12
11,18119,HYDRO,30,0.1915,0,0
63,243398,GAS,54.1,0.4403,79040.48,649.47
662,3337138,COAL,5,0.5759,3614546.26,2166.26
24,27497,COAL,25,0.1308,39948.36,2905.65
43,277372,GAS,22,0.7364,100178.35,722.34
10,60574,GAS,31,0.7203,21871.82,722.15
11,49102,GAS,30,0.5338,15243.4,620.89
11,23141,GAS,29,0.2516,7600.77,656.91
2,6871,GAS,27,0.5229,3865.68,1125.22
7,33722,GAS,27,0.5661,13540.67,803.08
7,42495,GAS,29,0.7134,15915.05,749.03
7,32016,GAS,26,0.5375,10059.7,628.42
12,66576,GAS,33,0.6129,28377.85,852.49
14,92971,GAS,28.5,0.7804,30318.91,652.22
389,182359,GAS,23,0.0535,136323.02,1495.11
450,1363664,GAS,28,0.3459,462194.08,677.87
27,154813,COAL,64.4,0.6497,249417.11,3222.18
2,7843,GAS,24,0.4974,2873.74,732.82
7,24917,GAS,29,0.3844,8556.16,686.77
8,11403,GAS,28,0.1648,3736.05,655.27
43,329500,GAS,25,0.8788,101777.44,617.77
16,41107,BIOMASS,22,0.2933,1035.55,50.38
12,70681,GAS,33,0.6507,31605.65,894.32
30,108361,OIL,9,0.4069,103377.56,1908.03
30,68157,OIL,63,0.2593,76192.95,2235.81
49,320578,GAS,27,0.7499,98781.16,616.27
71,86941,OIL,59.2,0.14,173490.57,3990.98
125,861778,GAS,23,0.7858,275032.22,638.29
3,24917,GAS,31,1.0159,8140.23,653.39
90,413120,BIOMASS,21,0.524,14953.54,72.39
2,195,GAS,24.7,0.0124,351.8,3607.83
1011,4155017,GAS,32.2,0.4693,1406970.94,677.24
23,90560,GAS,27,0.4418,35249.67,778.48
2,10504,OIL,67,0.5995,4825.1,918.72
89,555563,OIL,55,0.7142,206974.6,745.1
191,934774,GAS,29,0.5584,412669.18,882.93
8,54185,OIL,59.7,0.8247,29388.83,1084.76
2,9806,GEOTHERMAL,27,0.4664,0,0
90,559670,BIOMASS,40.9,0.7115,51346.48,183.49
29,74991,WIND,25,0.2952,0,0
24,63400,WIND,25,0.308,0,0
23,62089,WIND,25,0.315,0,0
28,85120,GAS,32,0.347,27539.54,647.08
7,16328,GAS,33,0.2625,5507.35,674.59
86,137556,GAS,20.1,0.1834,43331.36,630.02
110,599571,BIOMASS,27.1,0.6245,77303.99,257.86
146,124997,BIOMASS,39.7,0.0977,26944.79,431.13
1,4723,HYDRO,29,0.5392,0,0
25,148961,GEOTHERMAL,26,0.6802,6613.87,88.8
22,44936,WIND,25,0.2332,0,0
18,25841,WIND,28,0.1603,0,0
14,20673,WIND,30,0.1674,0,0
21,29408,WIND,30,0.1584,0,0
2,7816,WIND,29,0.4957,0,0
1,4586,HYDRO,30,0.4363,0,0
50,103141,GAS,9.9,0.2379,51291.04,994.58
234,1812354,GAS,26,0.8841,559330.08,617.24
1,3975,HYDRO,28,0.4538,0,0
15,45645,HYDRO,26,0.3474,0,0
26,68481,GEOTHERMAL,25.4,0.2995,0,0
75,180045,GAS,64,0.274,96823.89,1075.55
230,166655,GAS,27.7,0.0827,72713.52,872.62
8,64575,GAS,27,0.9214,51026.85,1580.39
49,132434,GAS,25,0.3085,56990.63,860.66
4,16172,HYDRO,31,0.4503,0,0
324,0,OTHER,32.1,0,0,0
7,42621,BIOMASS,18.1,0.7051,0,0
74,20742,GAS,49,0.032,6894.89,664.82
82,204946,COAL,26,0.285,91337.77,891.34
10,52843,HYDRO,26,0.6219,0,0
12,48699,BIOMASS,19.5,0.4751,0,0
5,22782,HYDRO,28,0.5201,0,0
68,431320,BIOMASS,24,0.7284,815124.71,3779.68
97,27355,GAS,21,0.0322,13652.7,998.19
182,1289564,COAL,21,0.8075,996237.98,1545.08
20,83545,GEOTHERMAL,26,0.4769,2506.35,60
221,50183,GAS,23,0.0259,21378.96,852.04
60,128464,GAS,15.1,0.2448,69195.68,1077.28
3,910,OIL,26,0.0346,637.03,1400.06
3,58,OIL,24,0.0022,36.9,1272.39
16,65920,HYDRO,88,0.4617,0,0
13,62994,HYDRO,96.8,0.5707,0,0
69,48252,GAS,25,0.0801,26145.61,1083.71
7,43791,BIOMASS,27,0.7574,0,0
91,278186,GAS,21,0.3505,137912.45,991.51
230,1143032,COAL,23,0.5683,940936.29,1646.39
80,513321,BIOMASS,46.6,0.7325,9453.24,36.83
96,521572,BIOMASS,35.8,0.6228,40469.14,155.18
135,775200,BIOMASS,31.4,0.6555,130437.98,336.53
104,445778,BIOMASS,27.2,0.4884,121809.88,546.5
65,389070,BIOMASS,39.9,0.6833,21104.67,108.49
45,188833,BIOMASS,49.4,0.4833,54416.49,576.35
42,221560,BIOMASS,45,0.6008,100022.63,902.9
51,186110,BIOMASS,48,0.4207,11422.4,122.75
101,550528,BIOMASS,51,0.621,149647.8,543.65
14,36631,HYDRO,72.9,0.3075,0,0
157,850763,BIOMASS,30.5,0.6206,104186.7,244.93
64,242525,GEOTHERMAL,18.8,0.4326,0,0
121,582507,GAS,20.8,0.5486,304852.14,1046.69
1,3745,HYDRO,29,0.3054,0,0
1,2976,HYDRO,29,0.3088,0,0
55,32353,GAS,22,0.0668,14311.37,884.7
137,780695,HYDRO,63.7,0.6524,0,0
2,9470,HYDRO,22,0.5405,0,0
36,257651,COAL,23,0.8125,288728.77,2241.24
15,50337,HYDRO,26,0.3831,0,0
47,296256,GAS,20,0.7196,95769.86,646.53
46,130239,COAL,32.6,0.3232,79151.95,1215.49
4,22368,GAS,24,0.6079,7165.91,640.74
21,35918,OTHER,55.9,0.2,17874.4,995.29
13,76131,COAL,25,0.6534,75257.55,1977.07
5,33057,COAL,61.8,0.7547,20313.13,1228.99
7,33694,COAL,51.3,0.5917,22098.27,1311.71
6,33357,COAL,50,0.6347,23868.83,1431.1
8,39149,COAL,25,0.5959,37945.69,1938.52
30,154357,BIOMASS,24,0.5796,58336.17,755.86
11,65485,BIOMASS,30,0.6557,3105.39,94.84
31,69637,GAS,30.4,0.2598,20890.7,599.99
21,27327,GAS,28,0.1465,8964.25,656.08
3,836,OIL,27,0.0382,1631.45,3902.99
40,106819,GAS,29.3,0.3048,41997.25,786.33
30,2247,OIL,27.6,0.0086,1309.65,1165.69
8,47190,GAS,11,0.7183,15732.39,666.77
2,314,OIL,25,0.0163,218.36,1390.81
38,81373,HYDRO,25.1,0.2438,0,0
2,11581,GAS,51,0.7345,5759.09,994.58
4,31422,HYDRO,30,0.8342,0,0
16,22424,WIND,29,0.16,0,0
3,14422,HYDRO,27,0.6098,0,0
13,52717,GAS,29.8,0.4665,25319.35,960.57
12,43008,HYDRO,25,0.4091,0,0
167,1081240,GAS,23.1,0.74,400219.82,740.3
127,699616,GAS,24,0.6279,359804.54,1028.58
28,65962,COAL,24,0.2689,39191.03,1188.29
13,99661,BIOMASS,47,0.9101,2144.94,43.04
1,0,HYDRO,23,-0.4614,0,0
4,17425,HYDRO,23,0.4521,0,0
8,19461,BIOMASS,27.3,0.2962,2789.64,286.69
1,0,OTHER,26,0,0,0
24,158209,OTHER,59.8,0.7525,0,0
8,444,OIL,10,0.0063,301.64,1358.74
2,12224,GAS,19.5,0.6343,6820.59,1115.93
8,29496,WIND,10,0.4489,0,0
3,11011,WIND,10,0.419,0,0
5,13330,WIND,11.4,0.3308,0,0
3,5147,HYDRO,27,0.1959,0,0
3,17631,HYDRO,29,0.629,0,0
258,821681,COAL,19,0.3631,872903.18,2124.68
7,17486,OIL,24,0.3024,13175.02,1506.92
8,26314,HYDRO,22,0.3576,0,0
1,8895,HYDRO,31,0.7811,0,0
53,10892,GAS,22,0.0237,5015.47,920.95
30,237241,COAL,42.5,0.9027,166932.31,1407.28
35,339640,GAS,21.1,1.1141,242345.21,1427.07
2,14366,HYDRO,69,0.7809,0,0
13,107,OIL,14.8,0,74.41,1390.81
254,678493,GAS,24,0.3047,361407.65,1065.32
4,9770,BIOMASS,29,0.3098,0,0
4,5523,GAS,27,0.1704,2131.14,771.73
6,41924,GAS,18.4,0.8112,21449.81,1023.26
2,7709,COAL,37,0.5867,6423.21,1666.51
2,1630,GAS,29,0.1163,585.5,718.4
24,42,BIOMASS,15.1,0,338.11,16100.39
4,12593,HYDRO,25,0.3594,0,0
2,8912,HYDRO,23.5,0.5087,0,0
1,6341,HYDRO,25,0.6032,0,0
20,52794,HYDRO,25,0.2998,0,0
3,11876,BIOMASS,27.8,0.5423,0,0
96,727676,GAS,23,0.8626,268895.27,739.05
96,729685,GAS,23,0.865,296977.12,813.99
8,33611,HYDRO,22,0.5116,0,0
85,437616,BIOMASS,51.6,0.5898,48490.36,221.61
5,6,OIL,35,0.0001,170.41,56804.86
4,11,OIL,43,0,28.63,5206.22
6,150,OIL,38.7,0.0029,84.84,1131.19
137,334214,GAS,20,0.2793,121461.77,726.85
42,312260,GAS,31,0.8447,141492.27,906.25
33,4245,GAS,23,0.0147,1799.5,847.77
7,22429,GAS,14,0.3939,10825.98,965.36
3,490,GAS,67.9,0.0175,6809.99,27795.89
1,2694,HYDRO,30,0.3075,0,0
2,2926,HYDRO,23.1,0.1452,0,0
3,6204,HYDRO,30,0.2529,0,0
4,13234,HYDRO,25,0.3513,0,0
2,5492,HYDRO,24,0.2985,0,0
2,11626,BIOMASS,22,0.8295,0,0
4,9578,HYDRO,28,0.3037,0,0
3,14,HYDRO,22,0,0,0
5,3636,GAS,32.5,0.083,2033.3,1118.43
2,3700,COAL,64,0.2112,2970.82,1605.85
10,36936,COAL,50,0.4347,31308.18,1695.27
7,17247,OIL,35.6,0.2813,7946.95,921.55
36,235331,GAS,25,0.7462,114731.82,975.07
23,2306,COAL,40.1,0.0114,16354.97,14184.71
44,206353,BIOMASS,22,0.5354,4320.49,41.87
1,5172,HYDRO,24.5,0.4217,0,0
17,33883,OIL,26.4,0.2249,19193.54,1132.95
158,604849,GAS,22,0.4378,252891.83,836.21
144,266140,GAS,22,0.2114,121594.43,913.76
98,131598,GAS,23,0.1533,48460.62,736.49
132,400050,GAS,21,0.3473,187671.12,938.24
100,500675,BIOMASS,28.1,0.5744,14535.13,58.06
69,87132,BIOMASS,24,0.1442,4179.56,95.94
5,34286,GAS,25,0.7828,15419.98,899.49
6,29965,GAS,27,0.5701,12331.63,823.07
69,343249,OIL,27.6,0.572,159311.32,928.26
60,93390,WIND,25,0.1777,0,0
35,74839,WIND,21,0.2476,0,0
2,4447,GAS,18,0.2538,3399.58,1528.85
1,7678,HYDRO,94,0.7304,0,0
33,281938,GAS,51.3,0.9636,12979.18,92.07
122,873577,GAS,22,0.8147,400076.94,915.95
11,64050,BIOMASS,30,0.6414,2925.6,91.35
18,69474,BIOMASS,30,0.4406,3645.97,104.96
4,400,HYDRO,24,0.0109,0,0
2,5408,HYDRO,27,0.4116,0,0
12,72040,OTHER,29,0.7151,1573.14,43.67
126,285809,GAS,22,0.26,142976.99,1000.51
8,10885,GAS,25,0.1614,8781.76,1613.55
14,43959,GAS,46.7,0.3584,14825.88,674.53
3,225,GAS,23,0.0089,66.17,588.17
1,4438,HYDRO,23,0.3897,0,0
2,51,OIL,25,0.0028,31.05,1218.56
144,341305,GAS,25.1,0.2711,216401.16,1268.08
12,39282,BIOMASS,15,0.3616,0.87,0.04
7,2760,GAS,22.7,0.0438,2008.17,1455.36
9,38154,HYDRO,20,0.4633,0,0
1,2587,HYDRO,24,0.2461,0,0
21,128323,BIOMASS,23,0.6943,3195.14,49.8
46,178935,BIOMASS,21,0.4489,54873.74,613.34
3,19876,GAS,38,0.9076,20816.01,2094.59
8,9083,COAL,39,0.1382,41369.88,9109.3
2,6752,GAS,22,0.4534,959.42,284.19
1,71,GAS,24,0.0062,41.65,1173.31
